1.369268032020300452e-01	-3.758338071074401876e-01	-1.491584550414412624e-01	-7.859011491572142072e-01
1.389874812399842230e-01	-3.750781635575377582e-01	-1.189688445880121154e-01	-8.034546820997974237e-01
1.412890134853880819e-01	-3.742153750203441320e-01	-8.524038715896345431e-02	-8.199063524033760597e-01
1.418716811999662097e-01	-3.739946848338530638e-01	-5.201710223373915559e-02	-8.348975178963070620e-01
1.407523601758160492e-01	-3.744174587080834060e-01	-1.963258205886078689e-02	-8.480093165256169518e-01
1.407426876136081972e-01	-3.744236304373949609e-01	1.699447956348599034e-02	-8.588320547549436190e-01
1.391900081307138604e-01	-3.749980426447213633e-01	5.359077316055298190e-02	-8.676396858300285952e-01
1.356423168726881845e-01	-3.763002318967370030e-01	8.848855721122268758e-02	-8.740662131376072397e-01
1.328035595410790581e-01	-3.773115478836653325e-01	1.244874929111585288e-01	-8.772362272393372518e-01
1.302037163408478748e-01	-3.782146734476648509e-01	1.594890994052363675e-01	-8.773537971271169189e-01
1.275501047006338540e-01	-3.791191066026932677e-01	1.916563254909595393e-01	-8.749961862816292291e-01
1.248904898785793693e-01	-3.800031125371061136e-01	2.201398736860442351e-01	-8.708468299098541809e-01
1.224280062085746773e-01	-3.808029065952847625e-01	2.445405114362030063e-01	-8.656524025709122494e-01
1.211917938896116681e-01	-3.811996326900948251e-01	2.641831090788573921e-01	-8.603302975968527555e-01
1.212496255802434364e-01	-3.811800692164771243e-01	2.791731957591765401e-01	-8.555812902007741139e-01
1.218546375261285453e-01	-3.809871869139471734e-01	2.892259449708351471e-01	-8.521406715472565896e-01
1.226126255376177587e-01	-3.807457596356384477e-01	2.927634088594465167e-01	-8.509081137017115992e-01
1.247245006685767099e-01	-3.800554275358852263e-01	2.918808594065477879e-01	-8.512880286299255861e-01
1.280581318274984504e-01	-3.789480778737824296e-01	2.873814873630827771e-01	-8.528838131439729908e-01
1.313062602297553338e-01	-3.778354728934295581e-01	2.786147843079129216e-01	-8.556421124794301170e-01
1.350184658939924398e-01	-3.765211278990351906e-01	2.681456700989813258e-01	-8.584683675664358526e-01
1.386864491846026004e-01	-3.751899050522730650e-01	2.570514114811610074e-01	-8.609827998805809068e-01
1.419768248837481872e-01	-3.739553197855721711e-01	2.448318168245112447e-01	-8.632618194694262614e-01
1.452809003519539843e-01	-3.726819211157044176e-01	2.301925699528847014e-01	-8.654235092934406959e-01
1.470179639729020105e-01	-3.720051184474689743e-01	2.116763109290130673e-01	-8.677900045224248293e-01
1.463487842382983073e-01	-3.722643935709024632e-01	1.910306989274946354e-01	-8.702720432671438022e-01
1.443350578350972579e-01	-3.730505044865466968e-01	1.715323480977983817e-01	-8.723132680831687802e-01
1.431855525986071853e-01	-3.734976300170576025e-01	1.543653882701047086e-01	-8.733666010993902384e-01
1.409043274965210146e-01	-3.743563924191861125e-01	1.377541602441230972e-01	-8.743511957616615371e-01
1.372499507362565929e-01	-3.757172958141755670e-01	1.215760910887031532e-01	-8.754700991850569158e-01
1.340655067652394006e-01	-3.768664692176561526e-01	1.075238398780040405e-01	-8.761581928926900353e-01
1.299510060512825693e-01	-3.782975961593602054e-01	9.492207023780811770e-02	-8.770770459001487884e-01
1.251795260219258632e-01	-3.799128796040103229e-01	8.229570385449500036e-02	-8.780640787215949761e-01
1.197085446495752825e-01	-3.816672167450076980e-01	6.895922087743443230e-02	-8.790850553240744381e-01
1.122420147098142917e-01	-3.839229519087382636e-01	5.543815384718586009e-02	-8.806912316248983741e-01
1.045093002018416262e-01	-3.861126947572818824e-01	4.172249627440945824e-02	-8.821480698504408080e-01
9.657354341607662929e-02	-3.881643683713492665e-01	2.828033621842361567e-02	-8.834824229217432823e-01
8.760843999877582222e-02	-3.902874778063081807e-01	1.487575509693471812e-02	-8.849715149949570758e-01
7.844237979372732650e-02	-3.922315147650919931e-01	-6.107483716799643001e-05	-8.860222553146426261e-01
6.949954651803948169e-02	-3.939212457107859611e-01	-1.310920136288053379e-02	-8.870563584476617303e-01
6.018237230714939406e-02	-3.954439952393041802e-01	-2.503284303830232566e-02	-8.881271631730556226e-01
5.002679084501722440e-02	-3.968528095859027993e-01	-3.952505882990930974e-02	-8.887653676906399625e-01
4.075724027949671757e-02	-3.979320985409698919e-01	-5.232424777508727642e-02	-8.891937904723896668e-01
3.116115506665466037e-02	-3.987719341088344915e-01	-6.429631367543142684e-02	-8.895750525899817074e-01
2.153568566588366651e-02	-3.994198470818648983e-01	-7.630573264156650937e-02	-8.897534650029560455e-01
1.518453592312032224e-02	-3.997154226378730191e-01	-8.550623736613982562e-02	-8.894704811508009623e-01
9.623918140424113712e-03	-3.998919731678210465e-01	-9.317822821618500229e-02	-8.892120080289862560e-01
1.586897943995055175e-03	-3.999870879263045520e-01	-1.037518285010564228e-01	-8.887634077760416806e-01
-8.689593754458121641e-03	-3.999001360081932965e-01	-1.184185904833453123e-01	-8.877103875101731711e-01
-1.641884566424630168e-02	-3.996755788245387464e-01	-1.307185064988079792e-01	-8.864376449221090803e-01
-2.325035767015685984e-02	-3.993161957259960815e-01	-1.420563879760619042e-01	-8.849941203827924596e-01
-3.076924405327756407e-02	-3.988165809979645759e-01	-1.536602532839464741e-01	-8.834800703120135879e-01
-3.840061577907429025e-02	-3.981559676959990357e-01	-1.647111156641742347e-01	-8.819409197389334043e-01
-4.662050640390085626e-02	-3.972661679664172274e-01	-1.774745155941287178e-01	-8.798348806419129531e-01
-5.401060781178338571e-02	-3.963423167199266461e-01	-1.891717539008685167e-01	-8.777304113252429874e-01
-6.016464727210092678e-02	-3.954493838895487556e-01	-1.985362795178794992e-01	-8.759213304063449002e-01
-6.701039925091592520e-02	-3.943446907507884847e-01	-2.091959675195729784e-01	-8.736997917560193061e-01
-7.423565361732106793e-02	-3.930524065063060735e-01	-2.200627343217221310e-01	-8.713164825873260799e-01
-8.128489408419965756e-02	-3.916527506814001525e-01	-2.307424585463006550e-01	-8.687916082063491530e-01
-8.782720391028027429e-02	-3.902377842102576766e-01	-2.417591476175732501e-01	-8.659522465498781241e-01
-9.376084310993483550e-02	-3.888615066636835205e-01	-2.530461646760077676e-01	-8.628155909350891939e-01
-1.007234072206525805e-01	-3.871046840727748184e-01	-2.667731286022437254e-01	-8.587187113164594932e-01
-1.087060789414846101e-01	-3.849467845542628996e-01	-2.818142530519364697e-01	-8.540277272132582587e-01
-1.160804376436269658e-01	-3.827877255900178355e-01	-2.953568491277620556e-01	-8.495513808671735223e-01
-1.229849652174977853e-01	-3.806229184897466089e-01	-3.105888238442628402e-01	-8.440733877973615185e-01
-1.293883811583877164e-01	-3.784952324666335799e-01	-3.249786431564960498e-01	-8.386674404223662949e-01
-1.350025966779501985e-01	-3.765292802561451824e-01	-3.373420156349089538e-01	-8.337587188711150787e-01
-1.396701936401340549e-01	-3.748237549612350450e-01	-3.517002925105561228e-01	-8.276290784707307502e-01
-1.437106741899871198e-01	-3.732913889058958046e-01	-3.661347565245036684e-01	-8.211037347250873530e-01
