-1.468681310798022055e-01	-3.720619131178915517e-01	-3.793480604006285173e-01	-8.147243313940555343e-01
-1.488388330546471239e-01	-3.712775437261419675e-01	-3.916780125433554915e-01	-8.083444050777255363e-01
-1.499059242104522349e-01	-3.708492174659582252e-01	-4.033488043698674752e-01	-8.018650250123957601e-01
-1.488000316804825585e-01	-3.712905883501816384e-01	-4.138184370178216720e-01	-7.952640499080184666e-01
-1.464622876087942338e-01	-3.722221127302908772e-01	-4.235865929643274352e-01	-7.884037963038904584e-01
-1.451033351679507366e-01	-3.727538567734245412e-01	-4.342104015471904832e-01	-7.807098639989290545e-01
-1.428727843967683986e-01	-3.736148633181323730e-01	-4.462980311373470621e-01	-7.709993943375926806e-01
-1.389072735414799697e-01	-3.751043131724097202e-01	-4.583864485081163287e-01	-7.597423899797384195e-01
-1.336592194795384325e-01	-3.770082400268204292e-01	-4.698757100384494678e-01	-7.470872470999718740e-01
-1.276123415692469176e-01	-3.791018800363134544e-01	-4.816317281526544258e-01	-7.321708792095706908e-01
-1.191488135198511683e-01	-3.818389878383472991e-01	-4.903786073139181356e-01	-7.167962768073501412e-01
-1.077513894630564434e-01	-3.852156086521831835e-01	-4.946241598585677801e-01	-7.019568459288730855e-01
-9.406238993677143445e-02	-3.887853291291923918e-01	-4.947416142820054152e-01	-6.878735595890899113e-01
-7.890888173891777435e-02	-3.921254524776519590e-01	-4.910843357492448713e-01	-6.751766671232690697e-01
-6.438928642376257061e-02	-3.947998803149694869e-01	-4.861536067824218654e-01	-6.633326596009992970e-01
-5.024352614550404300e-02	-3.968273046667214476e-01	-4.799403759558315552e-01	-6.524876104604230287e-01
-3.473666664416711486e-02	-3.984827557671920539e-01	-4.706851265479394808e-01	-6.433338293758630311e-01
-1.970308715270565475e-02	-3.995170078757481757e-01	-4.606628093117224876e-01	-6.352056387931863668e-01
-6.261725662860976281e-03	-3.999520647698871501e-01	-4.505714395883512191e-01	-6.292835000505780929e-01
5.866022987829466045e-03	-3.999569849050099157e-01	-4.402040533748540208e-01	-6.258363486675940779e-01
1.784620632731430748e-02	-3.996046776646683396e-01	-4.292865161344142644e-01	-6.233715386305076489e-01
3.045571393217696640e-02	-3.988332640252920669e-01	-4.159072969307281431e-01	-6.241332686358357362e-01
4.282847735658698585e-02	-3.977012501758114271e-01	-4.009384850147698076e-01	-6.280726432820042948e-01
5.375519707484108234e-02	-3.963697455520930335e-01	-3.862682109182097867e-01	-6.338114484687922268e-01
6.382431233396060333e-02	-3.948904894225486184e-01	-3.708860251289664012e-01	-6.419434676750526148e-01
7.536207629892481552e-02	-3.928131521666757275e-01	-3.517165309265134487e-01	-6.527960040595833791e-01
8.680624669578432262e-02	-3.904743924735288862e-01	-3.305675701830295132e-01	-6.657992367543066337e-01
9.484651261975650394e-02	-3.886040511944936493e-01	-3.113906791572687571e-01	-6.801181733533054885e-01
1.030909431285267353e-01	-3.864687981315502729e-01	-2.895100444302018960e-01	-6.960619440665147817e-01
1.115340789060075416e-01	-3.841543695384988522e-01	-2.648508334342058457e-01	-7.133247708035477253e-01
1.176325747050967901e-01	-3.823121465089094340e-01	-2.405526910378023575e-01	-7.311721691608159546e-01
